GPS_Time,Device_Time,Longitude,Latitude,GPS_Speed_(Meters/second),Horizontal_Dilution_of_Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),0-100kph_Time(s),0-100mph_Time(s),0-200kph_Time(s),0-30mph_Time(s),0-60mph_Time(s),1/4_mile_time(s),1/8_mile_time(s),100-0kph_Time(s),100-200kph_Time(s),40-60mph_Time(s),60-0mph_Time(s),60-120mph_Time(s),60-130mph_Time(s),60-80mph_Time(s),80-100mph_Time(s),80-120kph_Time(s),Absolute_Throttle_Position_B(%),Acceleration_Sensor(Total)(g),Acceleration_Sensor(X_axis)(g),Acceleration_Sensor(Y_axis)(g),Acceleration_Sensor(Z_axis)(g),Accelerator_PedalPosition_D(%),Accelerator_PedalPosition_E(%),Actual_engine_%_torque(%),Air_Fuel_Ratio(Commanded)(:1),Air_Fuel_Ratio(Measured)(:1),Ambient_air_temp(°C),Android_device_Battery_Level(%),Barometer_(on_Android_device)(mb),Barometric_pressure_(from_vehicle)(psi),Commanded_Equivalence_Ratio(lambda),Cost_per_mile/km_(Instant)(R$/km),Cost_per_mile/km_(Trip)(R$/km),CO2_in_g/km_(Average)(g/km),CO2_in_g/km_(Instantaneous)(g/km),Distance_to_empty_(Estimated)(km),Distance_travelled_since_codes_cleared(km),Distance_travelled_with_MIL/CEL_lit(km),DPF_Bank_1_Delta_Pressure(psi),Drivers_demand_engine_%_torque(%),EGR_Commanded(%),EGR _Error(%),Engine_kW_(At_the_wheels)(kW),Engine_Load(%),Engine_Load(Absolute)(%),Engine_reference_torque(Nm),Engine_RPM(rpm),Ethanol_Fuel_%(%),Evap_System_Vapour_Pressure(Pa),Exhaust_Pressure_Bank_1(psi),Fuel_cost_(trip)(cost),Fuel_flow_rate/hour(l/hr),Fuel_flow_rate/minute(cc/min),Fuel_Level_(From_Engine_ECU)(%),Fuel_pressure(psi),Fuel_Rail_Pressure(psi),Fuel_Rail_Pressure_(relative_to_manifold_vacuum)(psi),Fuel_Rate_(direct_from_ECU)(L/m),Fuel_Remaining_(Calculated_from_vehicle_profile)(%),Fuel_Trim_Bank_1_Long_Term(%),Fuel_Trim_Bank_1_Short_Term(%),Fuel_used_(trip)(l),GPS_Accuracy(m),GPS_Altitude(m),GPS_Bearing,GPS_Latitude,GPS_Longitude,GPS_vs_OBD_Speed_Difference(km/h),Horsepower_(At_The_Wheels)(hp),Hybrid_Battery_Charge_(%),Intake_Manifold_Pressure(psi),Kilometers_Per_Litre(Instant)(kpl),Kilometers_Per_Litre(Long_Term_Average)(kpl),Litres_Per_100_Kilometer(Instant)(l/100km),Litres_Per_100_Kilometer(Long_Term_Average)(l/100km),Mass_Air_Flow_Rate(g/s),Miles_Per_Gallon(Instant)(mpg),Miles_Per_Gallon(Long_Term_Average)(mpg),Percentage_of_City_driving(%),Percentage_of_Highway_driving(%),Percentage_of_Idle_driving(%),Relative_Accelerator_Pedal_Position(%),Relative_Throttle_Position(%),Run_Time_Since_Engine_Start(s),Speed_(GPS)(km/h),Speed_(OBD)(km/h),Throttle_Position(Manifold)(%),Torque(Nm),Trip_Average_KPL(kpl),Trip_Average_Litres/100_KM(l/100km),Trip_Average_MPG(mpg),Trip_Distance(km),Trip_Distance_(Stored_In_Vehicle_Profile)(km),Trip_Time(Since_Journey_Start)(s),Trip_Time(Whilst_Moving)(s),Trip_Time(Whilst_Stationary)(s),Turbo_Boost_And_Vacuum_Gauge(psi),Voltage(Control_Module)(V),Voltage(OBD_Adapter)(V),Volumetric_Efficiency(Calculated)(%),id,scenario,driver,vehicle,hour,heremaps_speed,heremaps_speeduncapped,heremaps_freeflow,heremaps_jamfactor
Thu Mar 10 17:40:42 GMT-03:00 2022,"44630,7365938194",-43.23095,-19.627063333333336,0.0,2.0,737.7,132.11000061035156,0.94,-3.28,9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.35,0.81,-,-,-,-,-,-,45,-,-,-,1.4,0.99,163.5,-,361.41,-,0,-,-,-,-,-,-,-,-,781.25,-,-,-,0.56,0.98,16.37,-,-,-,-,-,38.98,-17.97,2.34,0.08,2,737.7,132.11,-19.63,-43.23,2.66,-,-,3.92,6.11,14.25,16.37,7.02,-,17.25,40.25,74.12,0,25.88,-,-,-,0,2,5.1,-,13.88,7.21,39.2,0.92,80006.41,213.64,172.95,40.69,-10.78,-,13.9,-,1,1,1,1,17:40:41,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:43 GMT-03:00 2022,"44630,7366053935",-43.230945000000006,-19.627068333333334,0.0,2.0,737.8,132.11000061035156,0.85,-4.2,8.63,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.09,-0.42,0.77,-,-,-,-,-,-,45,-,-,-,3.38,0.99,163.5,-,360.98,-,0,-,-,-,-,-,-,-,-,815.75,-,-,-,0.57,1.16,19.33,-,-,-,-,-,38.97,-17.97,2.34,0.08,2,737.8,132.11,-19.63,-43.23,2,-,-,4.64,1.72,14.22,57.98,7.03,-,4.87,40.18,73.71,0,26.29,-,-,-,0,2,5.1,-,13.75,7.27,38.85,0.92,80006.41,214.83,174.14,40.69,-10.06,-,13.9,-,1,1,1,1,17:40:42,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:44 GMT-03:00 2022,"44630,7366169676",-43.23094,-19.627074999999998,0.0,2.0999999046325684,737.8,132.11000061035156,1.15,-4.27,8.62,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.43,0.77,-,-,-,-,-,-,45,-,-,-,3.38,0.99,163.5,-,360.98,-,0,-,-,-,-,-,-,-,-,815.75,-,-,-,0.57,1.16,19.33,-,-,-,-,-,38.97,-17.97,6.25,0.08,2.1,737.8,132.11,-19.63,-43.23,2,-,-,4.64,1.72,14.22,57.98,7.03,-,4.87,40.18,73.45,0,26.55,-,-,-,0,2,3.14,-,13.75,7.27,38.85,0.93,80006.41,215.59,174.9,40.69,-10.06,-,13.9,-,1,1,1,1,17:40:43,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:45 GMT-03:00 2022,"44630,7366285417",-43.23094,-19.627074999999998,0.0,2.0999999046325684,737.8,132.11000061035156,0.9,-4.24,8.76,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.11,-0.42,0.77,-,-,-,-,-,-,45,-,-,-,5.74,0.99,163.5,-,360.35,-,0,-,-,-,-,-,-,-,-,768.5,-,-,-,0.57,0.98,16.4,-,-,-,-,-,38.97,-17.97,6.25,0.08,2.1,737.8,132.11,-19.63,-43.23,1,-,-,3.77,2.03,14.2,49.19,7.04,-,5.74,40.11,73.05,0,26.95,-,-,-,0,1,3.14,-,13.64,7.33,38.52,0.93,80006.41,216.77,176.08,40.69,-10.93,-,13.9,-,1,1,1,1,17:40:44,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:46 GMT-03:00 2022,"44630,7366401273",-43.23094,-19.627074999999998,0.0,2.0999999046325684,737.8,132.11000061035156,0.99,-3.8,8.83,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.39,0.79,-,-,-,-,-,-,45,-,-,-,5.74,0.99,163.5,-,360.35,-,0,-,-,-,-,-,-,-,-,768.5,-,-,-,0.57,0.98,16.4,-,-,-,-,-,38.97,-17.97,-2.34,0.08,2.1,737.8,132.11,-19.63,-43.23,1,-,-,3.77,2.03,14.2,49.19,7.04,-,5.74,40.11,72.67,0,27.33,-,-,-,0,1,3.53,-,13.64,7.33,38.52,0.93,80006.41,217.91,177.21,40.69,-10.93,-,13.9,-,1,1,1,1,17:40:45,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:47 GMT-03:00 2022,"44630,7366516782",-43.23094,-19.627074999999998,0.0,2.200000047683716,737.8,132.11000061035156,0.89,-3.83,8.88,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.37,0.8,-,-,-,-,-,-,45,-,-,-,8.28,1,163.5,-,359.73,-,0,-,-,-,-,-,-,-,-,782.75,-,-,-,0.58,0.96,16.04,-,-,-,-,-,38.97,-17.97,5.47,0.08,2.2,737.8,132.11,-19.63,-43.23,0,-,-,3.92,1.04,14.17,96.24,7.05,-,2.94,40.04,72.34,0,27.66,-,-,-,0,0,3.53,-,13.51,7.4,38.17,0.93,80006.41,218.9,177.8,41.1,-10.78,-,13.9,-,1,1,1,1,17:40:46,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:48 GMT-03:00 2022,"44630,7366632639",-43.23094,-19.627074999999998,0.0,2.200000047683716,737.8,132.11000061035156,0.83,-3.35,9.27,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.34,0.84,-,-,-,-,-,-,45,-,-,-,8.28,1,163.5,-,359.73,-,0,-,-,-,-,-,-,-,-,782.75,-,-,-,0.58,0.96,16.04,-,-,-,-,-,38.97,-17.97,5.47,0.08,2.2,737.8,132.11,-19.63,-43.23,0,-,-,3.92,1.04,14.17,96.24,7.05,-,2.94,40.04,72.02,0,27.98,-,-,-,0,0,3.53,-,13.51,7.4,38.17,0.93,80006.41,219.88,177.8,42.08,-10.78,-,13.9,-,1,1,1,1,17:40:47,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:49 GMT-03:00 2022,"44630,736674838",-43.23094,-19.627074999999998,0.0,2.200000047683716,737.8,132.11000061035156,1.17,-3.62,8.98,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.1,-0.37,0.82,-,-,-,-,-,-,45,-,-,-,∞,1.01,163.5,-,359.05,-,0,-,-,-,-,-,-,-,-,1122.5,-,-,-,0.59,2.18,36.31,-,-,-,-,-,38.97,-17.97,0,0.08,2.2,737.8,132.11,-19.63,-43.23,0,-,-,8.7,0,14.17,-,7.06,-,0,40.04,71.7,0,28.3,-,-,-,0,0,3.53,-,13.51,7.4,38.15,0.93,80006.41,220.87,177.8,43.07,-6,-,13.9,-,1,1,1,1,17:40:48,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:50 GMT-03:00 2022,"44630,7366863889",-43.23094,-19.627074999999998,0.0,2.200000047683716,737.8,132.11000061035156,1.18,-5.67,7.8,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.1,-0.59,0.7,-,-,-,-,-,-,45,-,-,-,∞,1.01,163.5,-,359.05,-,0,-,-,-,-,-,-,-,-,1122.5,-,-,-,0.59,2.18,36.31,-,-,-,-,-,38.97,-17.97,0,0.08,2.2,737.8,132.11,-19.63,-43.23,0,-,-,8.7,0,14.17,-,7.06,-,0,40.04,71.38,0,28.62,-,-,-,0,0,3.53,-,13.51,7.4,38.15,0.93,80006.41,221.87,177.8,44.07,-6,-,9.2,-,1,1,1,1,17:40:49,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:51 GMT-03:00 2022,"44630,7366979745",-43.23094,-19.627074999999998,0.0,2.200000047683716,737.8,132.11000061035156,0.95,-3.99,8.79,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.4,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.02,163.5,-,359,-,0,-,-,-,-,0.05,-,-,-,780.5,-,-,-,0.59,1.45,24.22,-,-,-,-,-,38.97,-17.97,7.81,0.08,2.2,737.8,132.11,-19.63,-43.23,1,0.07,-,4.06,0,14.17,-,7.06,-,0,40.03,71.06,0,28.94,-,-,-,0,1,3.53,0.67,13.5,7.41,38.13,0.93,80006.41,222.85,178.2,44.65,-10.64,-,9.2,-,1,1,1,1,17:40:50,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:52 GMT-03:00 2022,"44630,7367095602",-43.23094,-19.627074999999998,0.0,1.2000000476837158,737.8,132.11000061035156,1,-4.11,8.66,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.37,0.8,-,-,-,-,-,-,45,-,-,-,∞,1.02,163.5,-,359,-,0,-,-,-,-,0.05,-,-,-,780.5,-,-,-,0.59,1.45,24.22,-,-,-,-,-,38.97,-17.97,7.81,0.08,1.2,737.8,132.11,-19.63,-43.23,1,0.07,-,4.06,0,14.17,-,7.06,-,0,40.03,70.75,0,29.25,-,-,-,0,1,5.88,0.67,13.5,7.41,38.13,0.93,80006.41,223.82,179.17,44.65,-10.64,-,13.9,-,1,1,1,1,17:40:51,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:53 GMT-03:00 2022,"44630,7367211343",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,0.99,-4.1,8.63,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.1,-0.42,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.03,163.5,-,358.96,-,0,-,-,-,-,0.05,-,-,-,971.75,-,-,-,0.59,0.98,16.29,-,-,-,-,-,38.97,-17.97,8.59,0.08,1,737.8,132.11,-19.63,-43.23,0,0.07,-,3.92,1.02,14.15,97.74,7.07,-,2.89,39.96,70.45,0,29.55,-,-,-,0,0,5.88,0.67,13.38,7.47,37.79,0.93,80006.41,224.78,179.73,45.05,-10.78,-,13.9,-,1,1,1,1,17:40:52,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:54 GMT-03:00 2022,"44630,7367326968",-43.23094,-19.627074999999998,0.0,1.2999999523162842,737.8,132.11000061035156,0.98,-3.96,8.79,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.4,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.03,163.5,-,358.96,-,0,-,-,-,-,0.05,-,-,-,971.75,-,-,-,0.59,0.98,16.29,-,-,-,-,-,38.97,-17.97,8.59,0.08,1.3,737.8,132.11,-19.63,-43.23,0,0.07,-,3.92,1.02,14.15,97.74,7.07,-,2.89,39.96,70.15,0,29.85,-,-,-,0,0,3.14,0.67,13.38,7.47,37.79,0.93,80006.41,225.74,179.73,46.01,-10.78,-,13.9,-,1,1,1,1,17:40:53,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:55 GMT-03:00 2022,"44630,7367442824",-43.23094,-19.627074999999998,0.0,1.399999976158142,737.8,132.11000061035156,0.9,-4.01,8.82,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.39,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.04,163.5,-,358.3,-,0,-,-,-,-,-,-,-,-,768.75,-,-,-,0.6,1.13,18.78,-,-,-,-,-,38.97,-17.97,1.56,0.08,1.4,737.8,132.11,-19.63,-43.23,0,-,-,3.63,0,14.14,-,7.07,-,0,39.96,69.79,0,30.21,-,-,-,0,0,3.14,-,13.37,7.48,37.78,0.93,80006.41,226.92,179.73,47.19,-11.07,-,13.9,-,1,1,1,1,17:40:54,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:56 GMT-03:00 2022,"44630,7367558565",-43.23094,-19.627074999999998,0.0,1.5,737.8,132.11000061035156,0.95,-4.03,8.79,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.4,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.04,163.5,-,358.3,-,0,-,-,-,-,-,-,-,-,768.75,-,-,-,0.6,1.13,18.78,-,-,-,-,-,38.97,-17.97,1.56,0.08,1.5,737.8,132.11,-19.63,-43.23,0,-,-,3.63,0,14.14,-,7.07,-,0,39.96,69.49,0,30.51,-,-,-,0,0,3.14,-,13.37,7.48,37.78,0.93,80006.41,227.9,179.73,48.17,-11.07,-,13.9,-,1,1,1,1,17:40:55,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:57 GMT-03:00 2022,"44630,7367674421",-43.23094,-19.627074999999998,0.0,1.600000023841858,737.8,132.11000061035156,0.9,-3.95,8.77,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.4,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.04,163.5,-,358.26,-,0,-,-,-,-,-,-,-,-,763,-,-,-,0.6,0.93,15.45,-,-,-,-,-,38.97,-17.97,0,0.08,1.6,737.8,132.11,-19.63,-43.23,0,-,-,3.77,0,14.14,-,7.07,-,0,39.95,69.2,0,30.8,-,-,-,0,0,3.14,-,13.37,7.48,37.76,0.93,80006.41,228.84,179.73,49.11,-10.93,-,13.9,-,1,1,1,1,17:40:56,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:58 GMT-03:00 2022,"44630,7367790046",-43.23094,-19.627074999999998,0.0,1.100000023841858,737.8,132.11000061035156,0.88,-4.01,8.78,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.1,-0.4,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.04,163.5,-,358.26,-,0,-,-,-,-,-,-,-,-,763,-,-,-,0.6,0.93,15.45,-,-,-,-,-,38.97,-17.97,0,0.08,1.1,737.8,132.11,-19.63,-43.23,0,-,-,3.77,0,14.14,-,7.07,-,0,39.95,68.9,0,31.1,-,-,-,0,0,3.53,-,13.37,7.48,37.76,0.93,80006.41,229.83,179.73,50.1,-10.93,-,13.9,-,1,1,1,1,17:40:57,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:40:59 GMT-03:00 2022,"44630,7367905787",-43.23094,-19.627074999999998,0.0,1.100000023841858,737.8,132.11000061035156,0.93,-3.89,8.81,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.09,-0.4,0.8,-,-,-,-,-,-,45,-,-,-,∞,1.05,163.5,-,358.22,-,0,-,-,-,-,-,-,-,-,779.5,-,-,-,0.61,0.96,15.93,-,-,-,-,-,38.97,-17.97,7.03,0.08,1.1,737.8,132.11,-19.63,-43.23,0,-,-,3.92,0,14.14,-,7.07,-,0,39.95,68.62,0,31.38,-,-,-,0,0,3.53,-,13.36,7.48,37.74,0.93,80006.41,230.76,179.73,51.03,-10.78,-,13.9,-,1,1,1,1,17:40:58,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:00 GMT-03:00 2022,"44630,7368021528",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,0.8,-3.69,8.82,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.08,-0.37,0.79,-,-,-,-,-,-,45,-,-,-,∞,1.05,163.5,-,358.22,-,0,-,-,-,-,-,-,-,-,779.5,-,-,-,0.61,0.96,15.93,-,-,-,-,-,38.97,-17.97,7.03,0.08,1,737.8,132.11,-19.63,-43.23,0,-,-,3.92,0,14.14,-,7.07,-,0,39.95,68.33,0,31.67,-,-,-,0,0,3.53,-,13.36,7.48,37.74,0.93,80006.41,231.74,179.73,52.01,-10.78,-,13.9,-,1,1,1,1,17:40:59,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:01 GMT-03:00 2022,"44630,7368137269",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,0.94,-4.18,8.76,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.09,-0.42,0.78,-,-,-,-,-,-,45,-,-,-,∞,1.06,163.5,-,358.17,-,0,-,-,-,-,-,-,-,-,13375.75,-,-,-,0.61,1.3,21.69,-,-,-,-,-,38.97,-17.97,-3.12,0.08,1,737.8,132.11,-19.63,-43.23,0,-,-,5.22,0,14.14,-,7.07,-,0,39.94,68.05,0,31.95,-,-,-,0,0,3.53,-,13.36,7.49,37.73,0.93,80006.41,232.7,179.73,52.97,-9.48,-,13.9,-,1,1,1,1,17:41:00,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:02 GMT-03:00 2022,"44630,7368253009",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,0.91,-3.43,9.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.08,-0.35,0.81,-,-,-,-,-,-,45,-,-,-,∞,1.25,163.5,-,357.92,-,0,-,-,-,-,-,-,-,-,13375.75,-,-,-,0.72,29.07,484.47,-,-,-,-,-,38.94,-17.97,-3.12,0.1,1,737.8,132.11,-19.63,-43.23,0,-,-,6.82,0,14.14,-,7.07,-,0,39.94,67.71,0,32.29,-,-,-,0,0,3.14,-,13.35,7.49,37.71,0.93,80006.41,233.86,179.73,54.13,-7.88,-,13.9,-,1,1,1,1,17:41:01,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:03 GMT-03:00 2022,"44630,736836875",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,1.05,-3.92,8.86,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.1,-0.39,0.8,-,-,-,-,-,-,45,-,-,-,∞,1.25,163.5,-,357.92,-,0,-,-,-,-,-,-,-,-,1178,-,-,-,0.72,29.07,484.47,-,-,-,-,-,38.94,-17.97,1.56,0.1,1,737.8,132.11,-19.63,-43.23,0,-,-,6.82,0,14.14,-,7.07,-,0,39.94,67.51,0,32.49,-,-,-,0,0,3.53,-,13.35,7.49,37.71,0.93,80006.41,234.93,179.73,55.21,-7.88,-,13.9,-,1,1,1,1,17:41:02,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:04 GMT-03:00 2022,"44630,7368484607",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,1.03,-3.41,9,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.09,-0.35,0.82,-,-,-,-,-,-,45,-,-,-,∞,1.26,163.5,-,357.88,-,0,-,-,-,-,-,-,-,-,774.5,-,-,-,0.73,1.42,23.6,-,-,-,-,-,38.94,-17.97,1.56,0.1,1,737.8,132.11,-19.63,-43.23,0,-,-,3.77,0,14.14,-,7.07,-,0,39.94,67.13,0,32.87,-,-,-,0,0,3.53,-,13.34,7.49,37.69,0.93,80006.41,235.91,179.73,56.18,-10.93,-,13.9,-,1,1,1,1,17:41:03,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:05 GMT-03:00 2022,"44630,7368600116",-43.23094,-19.627074999999998,0.0,1.0,737.8,132.11000061035156,0.58,-1.11,10.01,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.02,-0.14,0.9,-,-,-,-,-,-,45,-,-,-,∞,1.26,163.5,-,357.88,-,0,-,-,-,-,-,-,-,-,774.5,-,-,-,0.73,1.42,23.6,-,-,-,-,-,38.94,-17.97,3.91,0.1,1,737.8,132.11,-19.63,-43.23,0,-,-,3.77,0,14.14,-,7.07,-,0,39.94,66.85,0,33.15,-,-,-,0,0,16.08,-,13.34,7.49,37.69,0.93,80006.41,236.88,179.73,57.15,-10.93,-,13.9,-,1,1,1,1,17:41:04,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:06 GMT-03:00 2022,"44630,7368715972",-43.23094,-19.627074999999998,0.0,1.2000000476837158,737.8,132.11000061035156,0.8,-1.84,11.14,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,0.08,-0.18,1.03,-,-,-,-,-,-,45,-,-,-,∞,1.28,163.5,-,357.82,-,0,-,-,-,-,-,-,-,-,1782.25,-,-,-,0.74,3.08,51.33,-,-,-,-,-,38.94,-17.97,3.91,0.1,1.2,737.8,132.11,-19.63,-43.23,0,-,-,12.47,0,14.14,-,7.07,-,0,39.93,66.57,0,33.43,-,-,-,0,0,16.08,-,13.34,7.5,37.68,0.93,80006.41,237.88,179.73,58.15,-2.23,-,13.9,-,1,1,1,1,17:41:05,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:07 GMT-03:00 2022,"44630,7368831597",-43.23092,-19.627121666666667,0.0,1.2999999523162842,738.7,132.11000061035156,0.08,-4.07,8.17,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.06,-0.41,0.84,-,-,-,-,-,-,45,-,-,-,∞,1.28,163.5,-,357.82,-,0,-,-,-,-,6.65,-,-,-,1782.25,-,-,-,0.74,3.08,51.33,-,-,-,-,-,38.94,-17.97,-2.34,0.1,1.3,738.7,132.11,-19.63,-43.23,11,8.91,-,12.47,0,14.14,-,7.07,-,0,39.93,66.65,0,33.35,-,-,-,0,11,7.45,35.6,13.34,7.5,37.68,0.93,80006.41,238.83,180.55,58.28,-2.23,-,13.9,-,1,1,1,1,17:41:06,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:08 GMT-03:00 2022,"44630,7368947454",-43.230898333333336,-19.627138333333335,4.025642395019531,1.399999976158142,738.7,130.3000030517578,0.67,-2.78,9.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.05,-0.25,0.83,-,-,-,-,-,-,45,-,-,-,∞,1.3,163.5,-,357.75,-,0,-,-,-,-,6.65,-,-,-,1483,-,-,-,0.76,4.45,74.17,-,-,-,-,-,38.93,-17.97,-2.34,0.1,1.4,738.7,130.3,-19.63,-43.23,11,8.91,-,7.83,2.47,14.11,40.45,7.09,-,6.98,39.87,66.78,0,33.22,-,-,-,14.49,11,7.45,35.6,13.24,7.55,37.4,0.94,80006.42,239.78,181.5,58.28,-6.87,-,13.9,-,1,1,1,1,17:41:07,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:09 GMT-03:00 2022,"44630,736906331",-43.23085833333333,-19.627164999999998,5.181708812713623,1.5,738.8,123.4800033569336,-0.18,-2.91,9.23,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,-0.01,-0.29,0.84,-,-,-,-,-,-,45,-,-,-,∞,1.3,163.5,-,357.75,-,0,-,-,-,-,7.09,-,-,-,1483,-,-,-,0.76,4.45,74.17,-,-,-,-,-,38.93,-17.97,3.12,0.1,1.5,738.8,123.48,-19.63,-43.23,3.51,9.51,-,7.83,2.47,14.11,40.45,7.09,-,6.98,39.87,66.92,0,33.08,-,-,-,18.65,18,13.33,45.67,13.24,7.55,37.4,0.94,80006.42,240.77,182.49,58.28,-6.87,-,13.9,-,1,1,1,1,17:41:08,"25,24","25,24","31,66","7,17484"
Thu Mar 10 17:41:10 GMT-03:00 2022,"44630,7369179051",-43.230806666666666,-19.62719333333333,6.4849853515625,1.600000023841858,738.8,118.72000122070312,-0.11,-3.57,8.22,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.1,0.01,-0.39,0.7,-,-,-,-,-,-,45,-,-,-,3.6,1.3,167.34,332.51,357.17,-,0,-,-,-,-,11.64,-,-,-,1555.75,-,-,-,0.77,2.26,37.71,-,-,-,-,-,38.93,-17.97,3.12,0.11,1.6,738.8,118.72,-19.63,-43.23,2.65,15.61,-,4.79,7.95,14.1,12.57,7.09,-,22.47,39.84,67.07,0,32.93,-,-,-,23.35,26,13.33,71.46,13.19,7.58,37.27,0.95,80006.43,241.92,183.64,58.28,-9.91,-,14,-,1,1,1,1,17:41:09,"25,24","25,24","31,66","7,17484"
